TextId	Group	Index	Bank	Pointer	StartBit	EndBit	Symbols	Text
08BE	45	1E	04	98E1	11446	12640	2C 1F 12 6D 00 31 0B 1C 0B 00 0B 18 0E 00 32 0B 1C 0B 6E 00 2D 1E 6B 1D 00 17 0F 77 33 1C 13 18 6E 6A 4F 3D 19 1F 6B 1C 0F 00 0B 10 1E 0F 1C 00 1C 0F 20 0F 18 11 0F 6D 00 2D 6B 20 0F 00 0C 0F 0F 18 00 1C 0F 0D 19 20 0F 1C 13 18 11 77 0E 1C 0F 0B 17 13 18 11 00 19 10 00 1C 0F 20 0F 18 11 0F 00 1E 19 19 6C 4F 26 0B 16 24 0B 0D 15 00 0B 16 16 13 0F 0E 00 12 13 17 1D 0F 16 10 00 21 13 1E 12 00 1E 12 0F 00 0F 20 13 16 00 19 18 0F 1D 00 0B 18 0E 00 11 0B 13 18 0F 0E 00 11 1C 0F 0B 1E 00 17 0B 11 13 0D 00 1A 19 21 0F 1C 1D 6C 4F 26 1F 1E 00 1E 12 0F 00 37 1A 12 0F 1C 0F 00 19 10 00 37 13 16 0F 18 0D 0F 00 1D 12 19 1F 16 0E 00 12 0F 16 1A 00 23 19 1F 00 19 20 0F 1C 0D 19 17 0F 00 12 13 1D 00 17 0B 11 13 0D 00 1A 19 21 0F 1C 1D 6E 6A 44	Huh? Mara and Nara! It's me,Orin!'<4F>You're after revenge? I've been recovering,dreaming of revenge too.'<4F>Balzack allied himself with the evil ones and gained great magic powers.'<4F>But the Sphere of Silence should help you overcome his magic powers!'<44>
08BF	45	1F	04	98E1	12640	12776	33 12 77 23 19 1F 00 0B 16 1C 0F 0B 0E 23 00 12 0B 20 0F 00 13 1E 6E 6A 44	Oh,you already have it!'<44>
08C0	46	00	04	9F1F	0	317	2D 6B 16 16 00 0B 0D 0D 19 17 1A 0B 18 23 00 23 19 1F 78 30 0F 1E 6B 1D 00 11 19 6E 6A 44 33 1C 13 18 00 14 19 13 18 0F 0E 00 1E 12 0F 00 34 0B 1C 1E 23 6E 43 55 40	I'll accompany you.Let's go!'<44>Orin joined the Party!<43><55><40>
08C1	46	01	04	9F1F	317	777	3B 12 0F 1C 0F 6B 1D 00 1E 12 0F 00 2F 13 18 11 6B 1D 00 0D 12 0B 17 0C 0F 1C 6D 00 2D 00 0E 19 18 6B 1E 00 15 18 19 21 6C 4F 38 12 0F 23 00 1D 0B 23 00 1E 12 0F 00 18 0F 21 00 2F 13 18 11 00 13 1D 00 0B 16 21 0B 23 1D 00 13 18 00 1E 12 0F 00 1D 0F 0D 1C 0F 1E 00 0D 12 0B 17 0C 0F 1C 78	Where's the King's chamber? I don't know.'<4F>They say the new King is always in the secret chamber.
08C2	46	02	04	9F1F	777	979	2C 0F 77 2C 0F 77 2C 0F 78 2D 00 21 19 18 6B 1E 00 16 0F 1E 00 23 19 1F 00 11 19 78 2C 0F 77 2C 0F 77 2C 0F 78	He,He,He.I won't let you go.He,He,He.
08C3	46	03	04	9F1F	979	1152	32 19 6E 00 2D 6B 16 16 00 0C 0F 00 0D 0B 1F 11 12 1E 6E 00 2C 1F 10 10 77 2C 1F 10 10 78	No! I'll be caught! Huff,Huff.
08C4	46	04	04	9F1F	1152	1295	37 1E 1C 0B 18 11 0F 72 2D 00 12 0F 0B 1C 00 20 19 13 0D 0F 1D 00 0C 0F 16 19 21 78	Strange...I hear voices below.
08C5	46	05	04	9F1F	1295	1582	2B 19 19 0E 00 10 19 19 0E 77 0E 0B 18 0D 0F 77 0B 18 0E 00 1D 19 18 11 72 78 2D 1D 18 6B 1E 00 1E 12 13 1D 00 1A 16 0B 0D 0F 00 16 13 15 0F 00 1A 0B 1C 0B 0E 13 1D 0F 6D	Good food,dance,and song....Isn't this place like paradise?
08C6	46	06	04	9F1F	1582	1929	2D 18 0E 1F 16 11 13 18 11 00 13 18 00 1F 16 1E 13 17 0B 1E 0F 00 16 1F 22 1F 1C 23 00 13 1D 00 0B 16 16 19 21 0F 0E 00 12 0F 1C 0F 6C 4F 2D 6B 17 00 1D 19 00 2C 4B 25 4B 34 4B 34 4B 3D 6E	Indulging in ultimate luxury is allowed here.'<4F>I'm so H<4B>A<4B>P<4B>P<4B>Y!
08C7	46	07	04	9F1F	1929	2072	3B 0B 77 2C 0B 77 2C 0B 6E 00 2D 6B 16 16 00 0D 0B 1E 0D 12 00 23 19 1F 6E	Wa,Ha,Ha! I'll catch you!
08C8	46	08	04	9F1F	2072	2293	2B 0F 1E 00 19 1F 1E 00 19 10 00 17 23 00 21 0B 23 6E 00 2D 6B 16 16 00 0C 0F 00 0D 0B 1F 11 12 1E 6E 00 29 0F 0F 77 29 0F 0F 72	Get out of my way! I'll be caught! Eee,Eee...
08C9	46	09	04	9F1F	2293	2728	2D 6B 17 00 1E 12 13 1D 00 27 0B 1D 1E 16 0F 6B 1D 00 1D 0D 12 19 16 0B 1C 00 19 10 00 17 0B 11 13 0D 6C 4F 3B 12 0B 1E 00 1E 23 1A 0F 00 19 10 00 17 0B 11 13 0D 6D 00 2D 00 21 19 1F 16 0E 18 6B 1E 00 1E 0F 16 16 00 23 19 1F 78 2C 0B 77 2C 0B 77 2C 0B 78	I'm this Castle's scholar of magic.'<4F>What type of magic? I wouldn't tell you.Ha,Ha,Ha.
08CA	46	0A	04	9F1F	2728	2921	31 1F 17 0C 16 0F 72 31 1F 17 0C 16 0F 72 26 1C 13 18 11 00 17 19 1C 0F 00 11 13 1C 16 1D 6E 6A 44	Mumble...Mumble...Bring more girls!'<44>
08CB	46	0B	04	9F1F	2921	3306	2D 18 00 19 1C 0E 0F 1C 00 1E 19 00 0D 19 17 1A 16 0F 1E 0F 00 1E 12 0F 00 37 0F 0D 1C 0F 1E 00 19 10 00 29 20 19 16 1F 1E 13 19 18 77 1E 12 0F 00 0F 1D 1D 0F 18 0D 0F 00 19 10 00 11 13 1C 16 1D 6B 00 23 19 1F 1E 12 00 13 1D 00 18 0F 0F 0E 0F 0E 72 78	In order to complete the Secret of Evolution,the essence of girls' youth is needed....
08CC	46	0C	04	9F1F	3306	4253	38 12 13 1D 00 27 0B 1D 1E 16 0F 6B 1D 00 27 19 1F 18 1D 0F 16 00 13 1D 00 0B 00 18 0F 1C 20 19 1F 1D 00 1E 23 1A 0F 6C 4F 37 19 17 0F 00 1E 13 17 0F 00 0B 11 19 77 1E 12 0F 00 17 0B 18 00 21 12 19 00 17 0B 0E 0F 00 0B 00 0C 13 11 00 1D 19 1F 18 0E 00 0C 23 00 1E 12 0F 00 27 19 1F 18 1D 0F 16 6B 1D 00 1C 19 19 17 00 21 0B 1D 00 1E 12 1C 19 21 18 00 13 18 1E 19 00 14 0B 13 16 00 13 18 00 1E 12 0F 00 1A 19 1C 1E 00 1E 19 21 18 6C 4F 3B 12 0F 1C 0F 6B 1D 00 1E 12 0F 00 1A 19 1C 1E 00 1E 19 21 18 6D 00 2D 1E 6B 1D 00 19 18 00 1E 12 0F 00 1D 12 19 1C 0F 00 18 19 1C 1E 12 00 19 10 00 1E 12 13 1D 00 27 0B 1D 1E 16 0F 78	This Castle's Counsel is a nervous type.'<4F>Some time ago,the man who made a big sound by the Counsel's room was thrown into jail in the port town.'<4F>Where's the port town? It's on the shore north of this Castle.
08CD	46	0D	04	9F1F	4253	4411	38 12 13 1D 00 13 1D 00 1E 12 0F 00 2C 19 1F 1D 0F 00 19 10 00 34 1C 19 1A 12 0F 0D 23 6C 44	This is the House of Prophecy.'<44>
08CE	46	0E	04	9F1F	4411	5890	38 12 0F 00 17 0B 18 00 23 19 1F 00 1D 0F 0F 15 00 1C 0F 20 0F 18 11 0F 00 1F 1A 19 18 00 13 1D 00 1A 1C 19 1E 0F 0D 1E 0F 0E 00 0C 23 00 0B 00 1E 1C 0F 17 0F 18 0E 19 1F 1D 00 0F 20 13 16 00 10 19 1C 0D 0F 6C 4F 3B 19 1C 1C 23 00 18 19 1E 6C 4F 2D 00 1D 0F 0F 00 23 19 1F 00 0B 1C 0F 00 1A 1C 19 1E 0F 0D 1E 0F 0E 00 0C 23 00 1C 0B 0E 13 0B 18 1E 00 16 13 11 12 1E 1D 72 6C 4F 38 12 0F 23 00 0B 1C 0F 00 1D 17 0B 16 16 00 0B 18 0E 00 10 1C 0B 13 16 00 18 19 21 77 0C 1F 1E 00 17 19 1C 0F 00 16 13 11 12 1E 1D 00 21 13 16 16 00 14 19 13 18 00 1E 12 0F 17 00 0B 18 0E 00 1E 12 0F 23 6B 16 16 00 10 1F 1D 0F 00 13 18 1E 19 00 19 18 0F 00 1A 19 21 0F 1C 10 1F 16 00 10 19 1C 0D 0F 6C 4F 26 0F 00 1A 0B 1E 13 0F 18 1E 78 3B 12 0F 18 00 23 19 1F 00 0B 1C 0F 00 1D 1F 18 15 00 13 18 00 1E 12 0F 00 0E 0F 1A 1E 12 1D 00 19 10 00 0E 0F 1D 1A 0B 13 1C 72 6A 4F 1E 12 0F 18 00 1D 12 0B 16 16 00 23 19 1F 1C 00 1E 1C 1F 0F 00 14 19 1F 1C 18 0F 23 00 0C 0F 11 13 18 78	The man you seek revenge upon is protected by a tremendous evil force.'<4F>Worry not.'<4F>I see you are protected by radiant lights....'<4F>They are small and frail now,but more lights will join them and they'll fuse into one powerful force.'<4F>Be patient.When you are sunk in the depths of despair...'<4F>then shall your true journey begin.
08CF	46	0F	04	9F1F	5890	6195	38 12 13 1D 00 13 1D 00 2C 0B 20 13 16 16 0F 77 0B 00 1A 19 1C 1E 00 1E 19 21 18 00 21 12 0F 1C 0F 00 1D 12 13 1A 1D 00 0C 19 1F 18 0E 00 10 19 1C 00 29 18 0E 19 1C 00 0E 0F 1A 0B 1C 1E 78	This is Haville,a port town where ships bound for Endor depart.
08D0	46	10	04	9F1F	6195	6790	38 12 0F 00 1C 0F 11 1F 16 0B 1E 13 19 18 00 12 0B 1D 00 0C 0F 0D 19 17 0F 00 17 19 1C 0F 00 1D 1E 1C 13 0D 1E 00 1D 13 18 0D 0F 00 1E 12 0F 00 18 0F 21 00 2F 13 18 11 00 1E 19 19 15 00 19 20 0F 1C 00 2F 0F 0F 16 0F 19 18 6C 4F 2D 1E 6B 1D 00 20 0F 1C 23 00 0E 13 10 10 13 0D 1F 16 1E 00 1E 19 00 11 0F 1E 00 0C 19 0B 1C 0E 13 18 11 00 1A 0B 1D 1D 0F 1D 00 1E 12 0F 1D 0F 00 0E 0B 23 1D 78	The regulation has become more strict since the new King took over Keeleon.'<4F>It's very difficult to get boarding passes these days.
08D1	46	11	04	9F1F	6790	7048	37 12 13 1A 1D 00 0E 19 18 6B 1E 00 16 0F 0B 20 0F 00 0B 1E 00 18 13 11 12 1E 78 27 19 17 0F 00 0C 0B 0D 15 00 0E 1F 1C 13 18 11 00 1E 12 0F 00 0E 0B 23 78	Ships don't leave at night.Come back during the day.
08D2	46	12	04	9F1F	7048	7764	3D 19 1F 00 0D 0B 18 6B 1E 00 11 0F 1E 00 0C 19 0B 1C 0E 13 18 11 00 1A 0B 1D 1D 0F 1D 00 0B 18 23 17 19 1C 0F 78 33 18 16 23 00 1E 12 19 1D 0F 00 21 12 19 00 19 0C 1E 0B 13 18 0F 0E 00 1E 12 0F 17 00 13 18 00 1E 12 0F 00 10 19 1C 17 0F 1C 00 2F 13 18 11 6B 1D 00 1E 13 17 0F 00 12 0B 20 0F 00 1E 12 0F 17 6C 4F 38 12 0F 00 18 0F 22 1E 00 1D 12 13 1A 00 17 0B 23 00 0C 0F 00 1E 12 0F 00 16 0B 1D 1E 00 19 18 0F 00 1E 19 00 16 0F 0B 20 0F 00 1E 12 13 1D 00 1E 19 21 18 78	You can't get boarding passes anymore.Only those who obtained them in the former King's time have them.'<4F>The next ship may be the last one to leave this town.
08D3	46	13	04	9F1F	7764	8152	2D 00 10 0F 16 16 00 13 18 00 16 19 20 0F 00 21 13 1E 12 00 0B 00 11 13 1C 16 6E 00 2D 6B 16 16 00 17 0B 1C 1C 23 00 12 0F 1C 6C 4F 3B 12 19 6B 1D 00 1D 12 0F 6D 00 2C 0F 1C 00 18 0B 17 0F 00 13 1D 00 2E 19 23 6E 00 2C 0F 0F 00 12 0B 6E	I fell in love with a girl! I'll marry her.'<4F>Who's she? Her name is Joy! Hee ha!
08D4	46	14	04	9F1F	8152	8294	2D 6B 17 00 12 0B 1A 1A 23 6E 00 3D 0F 1D 77 2C 25 34 34 3D 6E	I'm happy! Yes,HAPPY!
08D5	46	15	04	9F1F	8294	9119	36 0F 0B 16 16 23 6D 00 3D 19 1F 6B 1C 0F 00 19 18 00 0B 00 14 19 1F 1C 18 0F 23 00 19 10 00 1C 0F 20 0F 18 11 0F 6D 00 38 12 0F 00 19 0C 14 0F 0D 1E 00 19 10 00 23 19 1F 1C 00 1C 0F 20 0F 18 11 0F 00 13 1D 00 18 0B 17 0F 0E 00 26 0B 16 24 0B 0D 15 6D 6E 6A 4F 38 12 0F 00 18 0B 17 0F 00 19 10 00 2F 0F 0F 16 0F 19 18 6B 1D 00 18 0F 21 00 2F 13 18 11 00 13 1D 00 0B 16 1D 19 72 2D 00 1E 12 13 18 15 72 26 0B 16 24 0B 0D 15 72 78 32 19 77 17 1F 1D 1E 00 0C 0F 00 1D 19 17 0F 19 18 0F 00 0F 16 1D 0F 78	Really? You're on a journey of revenge? The object of your revenge is named Balzack?!'<4F>The name of Keeleon's new King is also...I think...Balzack....No,must be someone else.
08D6	46	16	04	9F1F	9119	9425	38 12 13 1D 00 13 1D 00 2E 0B 13 16 78 38 12 19 1D 0F 00 21 12 19 00 0E 13 1D 19 0C 0F 23 00 1E 12 0F 00 2F 13 18 11 00 19 10 00 2F 0F 0F 16 0F 19 18 00 0B 1C 0F 00 1A 1F 1E 00 12 0F 1C 0F 78	This is Jail.Those who disobey the King of Keeleon are put here.
08D7	46	17	04	9F1F	9425	10239	2D 00 0E 13 0E 18 6B 1E 00 0E 13 1D 19 0C 0F 23 00 1E 12 0F 00 2F 13 18 11 6C 4F 2D 00 14 1F 1D 1E 00 0B 0D 0D 13 0E 0F 18 1E 0B 16 16 23 00 13 11 18 13 1E 0F 0E 00 11 1F 18 1A 19 21 0E 0F 1C 00 18 0F 0B 1C 00 1E 12 0F 00 1C 19 19 17 00 19 10 00 1E 12 0F 00 27 0B 1D 1E 16 0F 6B 1D 00 27 19 1F 18 1D 0F 16 72 6C 4F 38 12 0F 00 11 1F 18 1A 19 21 0E 0F 1C 6D 00 2D 00 11 19 1E 00 13 1E 00 0B 1E 00 25 15 1E 0F 17 1E 19 00 31 13 18 0F 00 21 12 0F 18 00 2D 00 21 0B 1D 00 21 19 1C 15 13 18 11 00 1E 12 0F 1C 0F 78	I didn't disobey the King.'<4F>I just accidentally ignited gunpowder near the room of the Castle's Counsel....'<4F>The gunpowder? I got it at Aktemto Mine when I was working there.
08D8	46	18	04	9F1F	10239	10583	2D 00 12 0F 0B 1C 00 1E 12 0F 00 37 1A 12 0F 1C 0F 00 19 10 00 37 13 16 0F 18 0D 0F 00 0D 0B 18 00 0D 19 18 1E 0B 13 18 00 1E 12 0F 00 17 0B 11 13 0D 00 1D 1A 0F 16 16 1D 00 19 10 00 23 19 1F 1C 00 19 1A 1A 19 18 0F 18 1E 78	I hear the Sphere of Silence can contain the magic spells of your opponent.
08D9	46	19	04	9F1F	10583	10887	38 12 13 1D 00 13 1D 00 25 15 1E 0F 17 1E 19 77 0B 00 17 13 18 13 18 11 00 1E 19 21 18 78 2D 1E 6B 1D 00 18 19 1E 00 1D 0B 10 0F 00 1E 19 00 16 13 20 0F 00 12 0F 1C 0F 00 0B 18 23 17 19 1C 0F 78	This is Aktemto,a mining town.It's not safe to live here anymore.
08DA	46	1A	04	9F1F	10887	11466	38 12 0F 00 27 0B 1D 1E 16 0F 00 1A 1C 19 12 13 0C 13 1E 0F 0E 00 11 1F 18 1A 19 21 0E 0F 1C 00 17 0B 18 1F 10 0B 0D 1E 1F 1C 13 18 11 6C 4F 2D 10 00 23 19 1F 00 18 0F 0F 0E 00 11 1F 18 1A 19 21 0E 0F 1C 77 1E 0B 15 0F 00 1D 19 17 0F 00 19 10 00 21 12 0B 1E 6B 1D 00 16 0F 10 1E 00 13 18 00 1E 12 0F 00 17 13 18 0F 78 27 19 1F 11 12 72 27 19 1F 11 12 72	The Castle prohibited gunpowder manufacturing.'<4F>If you need gunpowder,take some of what's left in the mine.Cough...Cough...
08DB	46	1B	04	9F1F	11466	11966	3D 19 1F 6B 20 0F 00 0D 19 17 0F 00 10 19 1C 00 11 1F 18 1A 19 21 0E 0F 1C 6D 00 2D 1E 6B 1D 00 13 18 00 1E 12 0F 00 14 0B 1C 6C 4F 26 1F 1E 00 13 1E 6B 1D 00 0E 0B 17 1A 00 0B 18 0E 00 17 0B 23 00 18 19 1E 00 21 19 1C 15 00 0F 22 0D 0F 1A 1E 00 1E 19 00 17 0B 15 0F 00 0B 00 16 19 1F 0E 00 18 19 13 1D 0F 78	You've come for gunpowder? It's in the jar.'<4F>But it's damp and may not work except to make a loud noise.
08DC	46	1C	04	9F1F	11966	12257	28 19 00 23 19 1F 00 12 0B 20 0F 00 0B 00 26 19 0B 1C 0E 13 18 11 00 34 0B 1D 1D 6D 00 2D 10 00 18 19 1E 77 2D 00 0D 0B 18 6B 1E 00 16 0F 1E 00 23 19 1F 00 0B 0C 19 0B 1C 0E 78	Do you have a Boarding Pass? If not,I can't let you aboard.
08DD	46	1D	04	9F1F	12257	12554	3D 19 1F 00 0C 1C 19 1F 11 12 1E 00 0B 00 26 19 0B 1C 0E 13 18 11 00 34 0B 1D 1D 78 2C 1F 1C 1C 23 6E 00 38 12 0F 00 1D 12 13 1A 00 21 13 16 16 00 1D 0B 13 16 00 1D 19 19 18 78	You brought a Boarding Pass.Hurry! The ship will sail soon.
08DE	46	1E	04	9F1F	12554	12680	38 12 0F 00 0D 0B 0C 13 18 1D 00 0B 1C 0F 00 0E 19 21 18 1D 1E 0B 13 1C 1D 78	The cabins are downstairs.
08DF	46	1F	04	9F1F	12680	12932	2D 6B 17 00 1E 12 0F 00 0D 0B 1A 1E 0B 13 18 78 3B 0F 6B 16 16 00 1D 0B 13 16 00 1D 19 19 18 78 3B 0B 13 1E 00 13 18 00 23 19 1F 1C 00 0D 0B 0C 13 18 78	I'm the captain.We'll sail soon.Wait in your cabin.
08E0	47	00	04	A570	0	680	33 18 0D 0F 00 1E 12 0F 00 1D 12 13 1A 00 16 0F 0B 20 0F 1D 77 23 19 1F 00 21 19 18 6B 1E 00 0C 0F 00 0B 0C 16 0F 00 1E 19 00 0D 19 17 0F 00 0C 0B 0D 15 00 1E 19 00 1E 12 13 1D 00 0D 19 1F 18 1E 1C 23 6C 4F 28 19 00 23 19 1F 00 12 0B 20 0F 00 0B 18 23 1E 12 13 18 11 00 23 19 1F 00 1D 12 19 1F 16 0E 00 1E 0B 15 0F 00 0D 0B 1C 0F 00 19 10 00 0C 0F 10 19 1C 0F 00 16 0F 0B 20 13 18 11 6D 00 27 0B 18 00 21 0F 00 1D 0B 13 16 00 18 19 21 6D	Once the ship leaves,you won't be able to come back to this country.'<4F>Do you have anything you should take care of before leaving? Can we sail now?
08E1	47	01	04	A570	680	868	3B 0F 16 16 00 1E 12 0F 18 77 16 0F 1E 6B 1D 00 1D 0B 13 16 78 36 0B 13 1D 0F 00 1E 12 0F 00 25 18 0D 12 19 1C 6E	Well then,let's sail.Raise the Anchor!
08E2	47	02	04	A570	868	1160	2D 18 00 1E 12 0B 1E 00 0D 0B 1D 0F 77 11 19 00 10 13 18 13 1D 12 00 21 12 0B 1E 00 23 19 1F 00 12 0B 20 0F 00 1E 19 00 0E 19 78 3B 0F 6B 16 16 00 21 0B 13 1E 00 10 19 1C 00 23 19 1F 78	In that case,go finish what you have to do.We'll wait for you.
08E3	47	03	04	A570	1160	1681	2D 00 21 19 18 6B 1E 00 1E 0F 16 16 00 17 23 00 0C 1C 19 1E 12 0F 1C 77 34 13 1A 13 18 77 21 12 0B 1E 00 12 0B 1A 1A 0F 18 0F 0E 00 1E 19 00 19 1F 1C 00 10 0B 1E 12 0F 1C 72 6A 4F 1F 18 1E 13 16 00 12 0F 6B 1D 00 19 16 0E 00 0F 18 19 1F 11 12 00 1E 19 00 0C 0F 0B 1C 00 0B 11 19 18 23 00 0B 18 0E 00 0E 0F 1D 1A 0B 13 1C 72 78	I won't tell my brother,Pipin,what happened to our father...'<4F>until he's old enough to bear agony and despair....
08E4	47	04	04	A570	1681	2040	2D 6B 17 00 1E 12 0F 00 27 19 1F 18 1D 0F 16 6C 4F 38 12 13 1D 00 13 1D 00 17 23 00 1C 19 19 17 78 30 0F 0B 20 0F 00 18 19 21 00 19 1C 00 2D 6B 16 16 00 12 0B 20 0F 00 23 19 1F 00 1A 1F 1E 00 13 18 00 14 0B 13 16 78	I'm the Counsel.'<4F>This is my room.Leave now or I'll have you put in jail.
08E5	47	05	04	A570	2040	2205	3B 12 0B 1E 00 0B 1C 0F 00 23 19 1F 00 0E 19 13 18 11 00 12 0F 1C 0F 6D 00 2B 0F 1E 00 0B 21 0B 23 6E	What are you doing here? Get away!
08E6	47	06	04	A570	2205	2441	3B 12 72 3B 12 19 00 0B 1C 0F 00 23 19 1F 6D 00 38 12 13 1D 00 13 1D 00 2F 13 18 11 00 26 0B 16 24 0B 0D 15 6B 1D 00 1C 19 19 17 78	Wh...Who are you? This is King Balzack's room.
08E7	47	07	04	A570	2441	3773	2D 00 1C 0F 17 0F 17 0C 0F 1C 78 3D 19 1F 6B 1C 0F 00 29 0E 11 0B 1C 6B 1D 00 0E 0B 1F 11 12 1E 0F 1C 1D 6C 4F 3D 19 1F 00 0D 0B 17 0F 00 12 0F 1C 0F 00 1E 19 00 0B 20 0F 18 11 0F 00 23 19 1F 1C 00 10 0B 1E 12 0F 1C 78 3D 0F 1D 77 2D 6B 17 00 26 0B 16 24 0B 0D 15 6C 4F 29 0E 11 0B 1C 00 1E 1C 13 0F 0E 00 1E 19 00 0E 0F 1D 1E 1C 19 23 00 1E 12 0F 00 37 0F 0D 1C 0F 1E 00 19 10 00 29 20 19 16 1F 1E 13 19 18 00 21 12 13 0D 12 00 12 0F 00 0B 0D 0D 13 0E 0F 18 1E 0B 16 16 23 00 0E 13 1D 0D 19 20 0F 1C 0F 0E 6C 4F 3B 12 0B 1E 00 0B 00 10 19 19 16 78 3B 13 1E 12 00 13 1E 77 12 0F 00 0D 19 1F 16 0E 00 12 0B 20 0F 00 1C 1F 16 0F 0E 00 1E 12 0F 00 21 19 1C 16 0E 72 6C 4F 30 19 19 15 00 0B 1E 00 17 0F 6E 00 25 1E 00 17 23 00 1D 1E 1C 0F 18 11 1E 12 6E 00 25 1E 00 17 23 00 1D 1F 1A 0F 1C 13 19 1C 00 0C 19 0E 23 6E	I remember.You're Edgar's daughters.'<4F>You came here to avenge your father.Yes,I'm Balzack.'<4F>Edgar tried to destroy the Secret of Evolution which he accidentally discovered.'<4F>What a fool.With it,he could have ruled the world....'<4F>Look at me! At my strength! At my superior body!
08E8	47	08	04	A570	3773	4749	27 19 1F 11 12 72 27 19 1F 11 12 72 2D 6B 17 00 18 0F 0B 1C 13 18 11 00 17 23 00 0F 18 0E 78 2D 00 21 0B 18 1E 0F 0E 00 1E 19 00 0F 1D 0D 0B 1A 0F 00 10 1C 19 17 00 1E 12 13 1D 00 0D 19 1F 18 1E 1C 23 77 0C 1F 1E 00 2D 00 1C 0B 18 00 19 1F 1E 00 19 10 00 1D 1E 1C 0F 18 11 1E 12 6C 4F 3D 19 1F 6B 1C 0F 00 1D 1E 13 16 16 00 23 19 1F 18 11 78 2D 6B 16 16 00 11 13 20 0F 00 23 19 1F 00 17 23 00 26 19 0B 1C 0E 13 18 11 00 34 0B 1D 1D 78 2D 1E 6B 1D 00 13 18 00 1E 12 0F 00 0D 12 0F 1D 1E 00 13 18 00 1E 12 0F 00 0C 0B 0D 15 6C 4F 29 1D 0D 0B 1A 0F 00 10 19 1C 00 17 0F 00 0B 18 0E 00 16 13 20 0F 72 78	Cough...Cough...I'm nearing my end.I wanted to escape from this country,but I ran out of strength.'<4F>You're still young.I'll give you my Boarding Pass.It's in the chest in the back.'<4F>Escape for me and live....
08E9	47	09	04	A570	4749	5776	4E 33 1C 13 18 71 69 2D 72 2D 00 0E 19 18 6B 1E 00 1E 12 13 18 15 00 2D 00 0D 0B 18 00 0B 0D 0D 19 17 1A 0B 18 23 00 23 19 1F 00 0B 18 23 17 19 1C 0F 6C 44 33 1C 13 18 71 69 2D 00 15 18 19 21 00 23 19 1F 00 1C 0F 11 1C 0F 1E 00 21 12 0B 1E 00 12 0B 1A 1A 0F 18 0F 0E 77 0C 1F 1E 00 16 0F 0B 20 0F 00 1E 12 13 1D 00 0D 19 1F 18 1E 1C 23 00 18 19 21 00 0B 18 0E 00 0C 1F 13 16 0E 00 1F 1A 00 23 19 1F 1C 00 1D 1E 1C 0F 18 11 1E 12 6C 44 33 1C 13 18 71 69 2D 6B 16 16 00 0C 0F 00 21 13 1D 12 13 18 11 00 23 19 1F 72 0B 00 1D 0B 10 0F 00 14 19 1F 1C 18 0F 23 72 4B 2B 0B 1D 1A 6E 6A 43 53 40	<4E>Orin:'I...I don't think I can accompany you anymore.'<44>Orin:'I know you regret what happened,but leave this country now and build up your strength.'<44>Orin:'I'll be wishing you...a safe journey...<4B>Gasp!'<43><53><40>
08EA	47	0A	04	A570	5776	6004	28 0F 16 13 20 0F 1C 00 1E 12 0F 00 16 1F 18 0D 12 77 1E 12 0F 18 00 23 19 1F 00 0D 0B 18 00 12 0B 20 0F 00 23 19 1F 1C 1D 77 33 2F 6D	Deliver the lunch,then you can have yours,OK?
08EB	47	0B	04	A570	6004	6178	38 12 0B 18 15 00 23 19 1F 6E 00 28 19 00 23 19 1F 00 21 0B 18 1E 00 23 19 1F 1C 00 16 1F 18 0D 12 6D	Thank you! Do you want your lunch?
08EC	47	0C	04	A570	6178	6319	33 2F 77 1D 13 1E 00 1E 12 0F 1C 0F 78 2D 6B 16 16 00 17 0B 15 0F 00 13 1E 78	OK,sit there.I'll make it.
08ED	47	0D	04	A570	6319	6511	33 2F 77 21 12 23 00 0E 19 18 6B 1E 00 23 19 1F 00 11 19 00 0B 18 0E 00 1A 16 0B 23 00 19 1F 1E 1D 13 0E 0F 6D	OK,why don't you go and play outside?
08EE	47	0E	04	A570	6511	7014	38 12 13 1D 00 13 1D 00 1E 12 0F 00 0F 18 1E 1C 0B 18 0D 0F 00 1E 19 00 1E 12 0F 00 20 13 16 16 0B 11 0F 78 2D 00 11 1F 0B 1C 0E 00 1E 12 13 1D 00 0F 18 1E 1C 0B 18 0D 0F 00 1D 19 00 18 19 00 1D 1E 1C 0B 18 11 0F 1C 1D 00 0D 0B 18 00 0F 18 1E 0F 1C 6C 4F 49 77 0E 19 00 23 19 1F 00 21 0B 18 1E 00 1E 19 00 11 19 00 19 1F 1E 1D 13 0E 0F 6D	This is the entrance to the village.I guard this entrance so no strangers can enter.'<4F><49>,do you want to go outside?
08EF	47	0F	04	A570	7014	7281	3D 19 1F 6B 1C 0F 00 18 19 1E 00 1C 0F 0B 0E 23 00 1E 19 00 11 19 00 19 1F 1E 00 23 0F 1E 78 3D 19 1F 00 17 1F 1D 1E 00 0C 0F 00 17 1F 0D 12 00 1D 1E 1C 19 18 11 0F 1C 78	You're not ready to go out yet.You must be much stronger.
08F0	47	10	04	A570	7281	7512	38 12 0B 1E 6B 1D 00 11 19 19 0E 78 3D 19 1F 00 17 1F 1D 1E 00 0C 0F 00 17 1F 0D 12 00 1D 1E 1C 19 18 11 0F 1C 00 1E 19 00 11 19 00 19 1F 1E 78	That's good.You must be much stronger to go out.
